match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,3.1,England,Australia,CMG Atkins,LS Greenway,RM Farrell,0,1,,,,1,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,3.2,England,Australia,LS Greenway,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,3.3,England,Australia,LS Greenway,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,3.4,England,Australia,LS Greenway,CMG Atkins,RM Farrell,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,3.5,England,Australia,CMG Atkins,LS Greenway,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,3.6,England,Australia,CMG Atkins,LS Greenway,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,4.1,England,Australia,LS Greenway,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,4.2,England,Australia,LS Greenway,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,4.3,England,Australia,LS Greenway,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,4.4,England,Australia,LS Greenway,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,4.5,England,Australia,LS Greenway,CMG Atkins,EA Perry,2,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,4.6,England,Australia,LS Greenway,CMG Atkins,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,5.1,England,Australia,LS Greenway,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,5.2,England,Australia,LS Greenway,CMG Atkins,RM Farrell,0,0,,,,,,caught,LS Greenway,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,5.3,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,5.4,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,5.5,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,5.6,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,6.1,England,Australia,CMG Atkins,CM Edwards,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,6.2,England,Australia,CM Edwards,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,6.3,England,Australia,CM Edwards,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,6.4,England,Australia,CM Edwards,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,6.5,England,Australia,CM Edwards,CMG Atkins,EA Perry,4,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,6.6,England,Australia,CM Edwards,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,7.1,England,Australia,CMG Atkins,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,7.2,England,Australia,CMG Atkins,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,7.3,England,Australia,CMG Atkins,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,7.4,England,Australia,CMG Atkins,CM Edwards,RM Farrell,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,7.5,England,Australia,CM Edwards,CMG Atkins,RM Farrell,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,7.6,England,Australia,CMG Atkins,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,8.1,England,Australia,CM Edwards,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,8.2,England,Australia,CM Edwards,CMG Atkins,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,8.3,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,1,1,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,8.4,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,8.5,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,8.6,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,8.7,England,Australia,CMG Atkins,CM Edwards,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,9.1,England,Australia,CMG Atkins,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,9.2,England,Australia,CMG Atkins,CM Edwards,RM Farrell,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,9.3,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,9.4,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,9.5,England,Australia,CM Edwards,CMG Atkins,RM Farrell,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,9.6,England,Australia,CMG Atkins,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,10.1,England,Australia,CM Edwards,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,10.2,England,Australia,CM Edwards,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,10.3,England,Australia,CM Edwards,CMG Atkins,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,10.4,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,10.5,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,10.6,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,11.1,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,11.2,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,11.3,England,Australia,CM Edwards,CMG Atkins,RM Farrell,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,11.4,England,Australia,CMG Atkins,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,11.5,England,Australia,CMG Atkins,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,11.6,England,Australia,CMG Atkins,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,12.1,England,Australia,CM Edwards,CMG Atkins,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,12.2,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,12.3,England,Australia,CMG Atkins,CM Edwards,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,12.4,England,Australia,CM Edwards,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,12.5,England,Australia,CM Edwards,CMG Atkins,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,12.6,England,Australia,CM Edwards,CMG Atkins,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,13.1,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,13.2,England,Australia,CM Edwards,CMG Atkins,RM Farrell,2,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,13.3,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,13.4,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,13.5,England,Australia,CM Edwards,CMG Atkins,RM Farrell,2,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,13.6,England,Australia,CM Edwards,CMG Atkins,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,14.1,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,14.2,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,14.3,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,14.4,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,14.5,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,14.6,England,Australia,CMG Atkins,CM Edwards,EA Perry,0,0,,,,,,lbw,CMG Atkins,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,15.1,England,Australia,CM Edwards,JL Gunn,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,15.2,England,Australia,CM Edwards,JL Gunn,RM Farrell,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,15.3,England,Australia,JL Gunn,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,15.4,England,Australia,JL Gunn,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,15.5,England,Australia,JL Gunn,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,15.6,England,Australia,JL Gunn,CM Edwards,RM Farrell,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,16.1,England,Australia,CM Edwards,JL Gunn,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,16.2,England,Australia,JL Gunn,CM Edwards,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,16.3,England,Australia,CM Edwards,JL Gunn,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,16.4,England,Australia,JL Gunn,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,16.5,England,Australia,JL Gunn,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,16.6,England,Australia,JL Gunn,CM Edwards,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,17.1,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,17.2,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,17.3,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,17.4,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,17.5,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,17.6,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,18.1,England,Australia,CM Edwards,JL Gunn,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,18.2,England,Australia,CM Edwards,JL Gunn,EA Perry,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,18.3,England,Australia,JL Gunn,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,18.4,England,Australia,JL Gunn,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,18.5,England,Australia,JL Gunn,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,18.6,England,Australia,JL Gunn,CM Edwards,EA Perry,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,19.1,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,19.2,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,19.3,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,19.4,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,19.5,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,19.6,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,1,,,,1,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,20.1,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,20.2,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,20.3,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,20.4,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,20.5,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,20.6,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,21.1,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,21.2,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,21.3,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,21.4,England,Australia,JL Gunn,CM Edwards,SJ Coyte,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,21.5,England,Australia,CM Edwards,JL Gunn,SJ Coyte,4,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,21.6,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,1,,,,1,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,22.1,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,22.2,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,22.3,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,22.4,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,22.5,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,22.6,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,23.1,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,1,,,,1,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,23.2,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,23.3,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,23.4,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,23.5,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,23.6,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,24.1,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,2,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,24.2,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,24.3,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,24.4,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,24.5,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,24.6,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,25.1,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,25.2,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,25.3,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,25.4,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,25.5,England,Australia,CM Edwards,JL Gunn,SJ Coyte,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,25.6,England,Australia,JL Gunn,CM Edwards,SJ Coyte,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,26.1,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,26.2,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,26.3,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,26.4,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,26.5,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,26.6,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,27.1,England,Australia,CM Edwards,JL Gunn,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,27.2,England,Australia,CM Edwards,JL Gunn,SJ Coyte,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,27.3,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,27.4,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,27.5,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,27.6,England,Australia,JL Gunn,CM Edwards,SJ Coyte,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,28.1,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,28.2,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,28.3,England,Australia,CM Edwards,JL Gunn,LC Sthalekar,1,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,28.4,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,28.5,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,28.6,England,Australia,JL Gunn,CM Edwards,LC Sthalekar,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,29.1,England,Australia,CM Edwards,JL Gunn,S Nitschke,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,29.2,England,Australia,CM Edwards,JL Gunn,S Nitschke,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,29.3,England,Australia,CM Edwards,JL Gunn,S Nitschke,0,0,,,,,,,,,
474625,2010/11,2011-01-22,"Bankstown Oval, Sydney",1,29.4,England,Australia,CM Edwards,JL Gunn,S Nitschke,0,0,,,,,,,,,
